what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457891615188
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457891620597
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1457891621537
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457891627543
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457891629407
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1457891629806
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1457891632088
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1457891634373
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=0x1001020] return code: 4, 'other error'",1457891635205
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, --accept-bad-sysid, --sidp=0x1001020, /cygdrive/h/DSD/T8_DMA/software/memread_test/memread_test.elf] return code: 4, 'other error'",1457891638730
error,log,,,"Downloading ELF Process failed",1457891638735
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457891638755
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457891640223
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1457891651128
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457891652842
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457891657724
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457891660448
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457891662566
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1457891663193
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1457891665498
