what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457980245846
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457980246118
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457980246638
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457980247037
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457980250580
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457980252121
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457980254953
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457980260391
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457980262909
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457980269508
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1457980407527
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1457980407587
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1457980413601
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1457980414383
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1457980415700
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1457980416728
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1457980420196
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1457980421437
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457980423114
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1457980473406
